Category,Team/All_Teams,Place,Player,Record,Last_Year
Key Run Blocks,15,21,1349,1,2014
Key Run Blocks,15,22,2699,1,2016
Key Run Blocks,15,23,2769,1,2016
Key Run Blocks,15,24,3357,1,2016
Key Run Opportunities,15,0,169,235,2016
Key Run Opportunities,15,1,1133,182,2016
Key Run Opportunities,15,2,923,173,2016
Key Run Opportunities,15,3,3534,141,2016
Key Run Opportunities,15,4,275,66,2016
Key Run Opportunities,15,5,107,64,2014
Key Run Opportunities,15,6,356,55,2014
Key Run Opportunities,15,7,3594,36,2015
Key Run Opportunities,15,8,198,30,2014
Key Run Opportunities,15,9,3549,25,2015
Key Run Opportunities,15,10,2500,25,2016
Key Run Opportunities,15,11,582,17,2015
Key Run Opportunities,15,12,138,14,2016
Key Run Opportunities,15,13,4400,14,2016
Key Run Opportunities,15,14,1099,13,2014
Key Run Opportunities,15,15,1675,10,2014
Key Run Opportunities,15,16,1606,9,2015
Key Run Opportunities,15,17,509,8,2014
Key Run Opportunities,15,18,1260,8,2016
Key Run Opportunities,15,19,2476,6,2015
Key Run Opportunities,15,20,2773,6,2015
Key Run Opportunities,15,21,2769,5,2016
Key Run Opportunities,15,22,2699,4,2016
Key Run Opportunities,15,23,3357,3,2016
Key Run Opportunities,15,24,1349,2,2014
Key Run Opportunities,15,25,2663,2,2016
Key Run Opportunities,15,26,2755,1,2014
Key Run Opportunities,15,27,2078,1,2015
Pancake Blocks,15,0,169,7,2016
Pancake Blocks,15,1,923,6,2016
Pancake Blocks,15,2,198,2,2014
Pancake Blocks,15,3,3534,2,2016
Pancake Blocks,15,4,107,1,2014
Pancake Blocks,15,5,275,1,2016
Pancake Blocks,15,6,1133,1,2016
Pancake Blocks,15,7,2500,1,2016
Passes Defensed,15,0,977,29,2016
Passes Defensed,15,1,756,21,2016
Passes Defensed,15,2,1222,18,2015
Passes Defensed,15,3,634,18,2016
Passes Defensed,15,4,1868,16,2016
Passes Defensed,15,5,574,15,2016
Passes Defensed,15,6,4749,13,2016
Passes Defensed,15,7,1409,9,2016
Passes Defensed,15,8,1440,6,2014
Passes Defensed,15,9,3167,6,2015
Passes Defensed,15,10,1766,5,2016
Passes Defensed,15,11,534,3,2015
Passes Defensed,15,12,3810,3,2016
Passes Defensed,15,13,1196,2,2014
Passes Defensed,15,14,1810,2,2016
Passes Defensed,15,15,1507,1,2014
Passes Defensed,15,16,1881,1,2014
Passes Defensed,15,17,3014,1,2014
Passes Defensed,15,18,367,1,2015
Passes Defensed,15,19,471,1,2015
Passes Defensed,15,20,854,1,2015
Passes Defensed,15,21,436,1,2016
Passes Defensed,15,22,617,1,2016
Passes Defensed,15,23,1315,1,2016
Passes Defensed,15,24,1527,1,2016
Punt Return Yards,15,0,1601,920,2015
Punt Return Yards,15,1,3409,358,2016
Punt Return Yards,15,2,3455,55,2016
Punt Return Yards,15,3,645,10,2014
Punt Return TDs,15,0,1601,1,2015
Punt Return TDs,15,1,3409,1,2016
Kickoff Return Yards,15,0,115,1061,2016
Kickoff Return Yards,15,1,2589,549,2015
Kickoff Return Yards,15,2,2438,352,2015
Kickoff Return Yards,15,3,534,293,2015
Kickoff Return Yards,15,4,3455,219,2016
Kickoff Return Yards,15,5,3409,124,2016
Kickoff Return Yards,15,6,645,93,2014
Kickoff Return Yards,15,7,471,21,2015
Kickoff Return TDs,15,0,115,1,2016
Points Scored,15,0,103,225,2016
Points Scored,15,1,430,137,2014
Points Scored,15,2,377,114,2016
Points Scored,15,3,1601,66,2015
Points Scored,15,4,1220,54,2016
Points Scored,15,5,72,48,2014
Points Scored,15,6,1808,48,2015
Points Scored,15,7,862,48,2016
Points Scored,15,8,115,30,2016
Points Scored,15,9,177,30,2016
Points Scored,15,10,632,24,2016
Points Scored,15,11,3409,24,2016
Points Scored,15,12,1868,14,2016
Points Scored,15,13,198,12,2014
Points Scored,15,14,645,12,2014
Points Scored,15,15,1675,12,2014
Points Scored,15,16,1606,12,2015
Points Scored,15,17,1260,12,2016
Points Scored,15,18,1316,12,2016
Points Scored,15,19,1349,6,2014
Points Scored,15,20,1440,6,2014
Points Scored,15,21,1552,6,2014
Points Scored,15,22,1816,6,2014
Points Scored,15,23,1222,6,2015
Points Scored,15,24,2301,6,2015
Points Scored,15,25,2438,6,2015
Points Scored,15,26,2589,6,2015
Points Scored,15,27,3167,6,2015
Points Scored,15,28,40,6,2016
Points Scored,15,29,138,6,2016
Points Scored,15,30,977,6,2016
Points Scored,15,31,1810,6,2016
Points Scored,15,32,3455,6,2016
Yards from Scrimmage,15,0,377,2856,2016
Yards from Scrimmage,15,1,1601,2066,2015
Yards from Scrimmage,15,2,1220,1737,2016
Yards from Scrimmage,15,3,1808,1325,2015
Yards from Scrimmage,15,4,862,1081,2016
Yards from Scrimmage,15,5,72,1072,2014
Yards from Scrimmage,15,6,632,977,2016
Yards from Scrimmage,15,7,177,778,2016
Yards from Scrimmage,15,8,3409,758,2016
Yards from Scrimmage,15,9,115,691,2016
Yards from Scrimmage,15,10,198,481,2014
Yards from Scrimmage,15,11,645,367,2014
Yards from Scrimmage,15,12,1675,316,2014
Yards from Scrimmage,15,13,1260,288,2016
Yards from Scrimmage,15,14,582,225,2015
Yards from Scrimmage,15,15,1816,216,2014
Yards from Scrimmage,15,16,3455,201,2016
Yards from Scrimmage,15,17,1606,135,2015
Yards from Scrimmage,15,18,2500,124,2016
Yards from Scrimmage,15,19,138,90,2016
Yards from Scrimmage,15,20,2589,83,2015
Yards from Scrimmage,15,21,1349,79,2014
Yards from Scrimmage,15,22,1316,52,2016
Yards from Scrimmage,15,23,2438,33,2015
Yards from Scrimmage,15,24,4089,18,2016
Yards from Scrimmage,15,25,959,15,2015
Yards from Scrimmage,15,26,3357,12,2016
All-Purpose Yards,15,0,1601,2986,2015
All-Purpose Yards,15,1,377,2856,2016
All-Purpose Yards,15,2,115,1752,2016
All-Purpose Yards,15,3,1220,1737,2016
All-Purpose Yards,15,4,1808,1325,2015
All-Purpose Yards,15,5,3409,1240,2016
All-Purpose Yards,15,6,862,1081,2016
All-Purpose Yards,15,7,72,1072,2014
All-Purpose Yards,15,8,632,977,2016
All-Purpose Yards,15,9,177,778,2016
All-Purpose Yards,15,10,2589,632,2015
All-Purpose Yards,15,11,198,484,2014
All-Purpose Yards,15,12,3455,475,2016
All-Purpose Yards,15,13,645,470,2014
All-Purpose Yards,15,14,2438,385,2015
All-Purpose Yards,15,15,1675,316,2014
All-Purpose Yards,15,16,534,293,2015
All-Purpose Yards,15,17,1260,288,2016
All-Purpose Yards,15,18,582,225,2015
All-Purpose Yards,15,19,1816,216,2014
All-Purpose Yards,15,20,977,149,2016
All-Purpose Yards,15,21,1606,135,2015
All-Purpose Yards,15,22,2500,124,2016
All-Purpose Yards,15,23,1868,106,2016
All-Purpose Yards,15,24,138,90,2016
All-Purpose Yards,15,25,1349,79,2014
All-Purpose Yards,15,26,1316,52,2016
All-Purpose Yards,15,27,1440,49,2014
All-Purpose Yards,15,28,40,46,2016
All-Purpose Yards,15,29,3167,42,2015
All-Purpose Yards,15,30,1810,42,2016
All-Purpose Yards,15,31,756,40,2016
All-Purpose Yards,15,32,1552,36,2014
All-Purpose Yards,15,33,1881,32,2014
All-Purpose Yards,15,34,1222,28,2015
All-Purpose Yards,15,35,471,21,2015
All-Purpose Yards,15,36,1527,18,2016
All-Purpose Yards,15,37,4089,18,2016
All-Purpose Yards,15,38,959,15,2015
All-Purpose Yards,15,39,3357,12,2016
All-Purpose Yards,15,40,634,10,2016
All-Purpose Yards,15,41,1528,10,2016
All-Purpose Yards,15,42,1470,7,2016
All-Purpose Yards,15,43,367,6,2015
All-Purpose Yards,15,44,1409,5,2016
All-Purpose Yards,15,45,1613,5,2016
Games Started,15,0,40,48,2016
Games Started,15,1,177,48,2016
Games Started,15,2,377,48,2016
Games Started,15,3,1133,48,2016
Games Started,15,4,1527,48,2016
Games Started,15,5,1613,48,2016
Games Started,15,6,1868,48,2016
Games Started,15,7,634,44,2016
Games Started,15,8,169,43,2016
Games Started,15,9,574,43,2016
Games Started,15,10,977,43,2016
Games Started,15,11,923,42,2016
Games Started,15,12,756,32,2016
Games Started,15,13,3534,32,2016
Games Started,15,14,1601,24,2015
Games Started,15,15,2193,20,2015
Games Started,15,16,1222,18,2015
Games Started,15,17,1766,18,2016
Games Started,15,18,107,16,2014
Games Started,15,19,356,16,2014
Games Started,15,20,582,16,2015
Games Started,15,21,275,16,2016
Games Started,15,22,436,16,2016
Games Started,15,23,1220,16,2016
Games Started,15,24,4749,16,2016
Games Started,15,25,1675,15,2014
Games Started,15,26,3167,15,2015
Games Started,15,27,1440,14,2014
Games Started,15,28,3594,14,2015
Games Started,15,29,138,14,2016
Games Started,15,30,862,14,2016
Games Started,15,31,2500,14,2016
Games Started,15,32,72,13,2014
Games Started,15,33,198,12,2014
Games Started,15,34,1260,11,2016
Games Started,15,35,854,9,2015
Games Started,15,36,115,9,2016
Games Started,15,37,1606,8,2015
Games Started,15,38,1808,8,2015
Games Started,15,39,1470,8,2016
Games Started,15,40,1262,6,2016
Games Started,15,41,1409,6,2016
Games Started,15,42,1507,5,2014
Games Started,15,43,367,5,2015
Games Started,15,44,3549,5,2015
Games Started,15,45,1349,4,2014
Games Started,15,46,3810,4,2016
Games Started,15,47,645,3,2014
Games Started,15,48,471,3,2015
Games Started,15,49,2476,3,2015
Games Started,15,50,1528,3,2016
Games Started,15,51,4400,3,2016
Games Started,15,52,1099,2,2014
Games Started,15,53,1881,2,2014
Games Started,15,54,3357,2,2016
Games Started,15,55,3409,2,2016
Games Started,15,56,3455,2,2016
Games Started,15,57,1196,1,2014
Games Started,15,58,534,1,2015
Games Started,15,59,2773,1,2015
Games Started,15,60,617,1,2016
Games Started,15,61,972,1,2016
Quarterback Rating,16,0,94,861,2015
Pass Attempts,16,0,94,1112,2015
Pass Attempts,16,1,550,476,2016
Pass Attempts,16,2,4010,74,2016
Pass Attempts,16,3,1925,8,2016
Pass Completions,16,0,94,724,2015
Pass Completions,16,1,550,299,2016
Pass Completions,16,2,4010,50,2016
Pass Completions,16,3,1925,5,2016
Completion Percentage,16,0,94,651,2015
Passing Yards,16,0,94,7560,2015
Passing Yards,16,1,550,3055,2016
Passing Yards,16,2,4010,643,2016
Passing Yards,16,3,1925,32,2016
Yards per Pass Attempt,16,0,94,680,2015
Passing Touchdowns,16,0,94,40,2015
Passing Touchdowns,16,1,550,13,2016
Passing Touchdowns,16,2,4010,3,2016
Times Sacked,16,0,94,98,2015
Times Sacked,16,1,550,31,2016
Times Sacked,16,2,4010,9,2016
300 Yards Passing,16,0,94,7,2015
300 Yards Passing,16,1,550,2,2016
Rushing Attempts,16,0,3305,481,2016
Rushing Attempts,16,1,1567,324,2015
Rushing Attempts,16,2,395,185,2014
Rushing Attempts,16,3,94,75,2015
Rushing Attempts,16,4,309,72,2015
Rushing Attempts,16,5,2427,68,2016
Rushing Attempts,16,6,524,55,2016
Rushing Attempts,16,7,4010,16,2016
Rushing Attempts,16,8,550,13,2016
Rushing Attempts,16,9,2411,8,2016
Rushing Attempts,16,10,599,3,2016
Rushing Attempts,16,11,113,2,2015
Rushing Attempts,16,12,1586,2,2016
Rushing Attempts,16,13,1925,2,2016
Rushing Attempts,16,14,2513,1,2016
Rushing Yards,16,0,3305,2238,2016
Rushing Yards,16,1,1567,1179,2015
Rushing Yards,16,2,395,720,2014
Rushing Yards,16,3,94,551,2015
Rushing Yards,16,4,2427,279,2016
Rushing Yards,16,5,524,250,2016
Rushing Yards,16,6,309,242,2015
Rushing Yards,16,7,599,79,2016
Rushing Yards,16,8,4010,77,2016
Rushing Yards,16,9,550,62,2016
Rushing Yards,16,10,113,6,2015
Rushing Yards,16,11,2411,4,2016
Rushing Yards,16,12,1586,1,2015
Yards per Carry,16,0,3305,465,2016
Rushing Touchdowns,16,0,3305,18,2016
Rushing Touchdowns,16,1,1567,12,2015
Rushing Touchdowns,16,2,395,4,2014
Rushing Touchdowns,16,3,94,4,2015
Rushing Touchdowns,16,4,309,3,2015
Rushing Touchdowns,16,5,524,2,2016
Rushing Touchdowns,16,6,2427,2,2016
Rushing Touchdowns,16,7,599,1,2016
Rushing Touchdowns,16,8,4010,1,2016
100 Yards Rushing,16,0,3305,11,2016
100 Yards Rushing,16,1,1567,3,2015
100 Yards Rushing,16,2,395,2,2014
Receptions,16,0,599,216,2016
Receptions,16,1,1586,210,2016
Receptions,16,2,3305,107,2016
Receptions,16,3,524,77,2016
Receptions,16,4,3448,68,2016
Receptions,16,5,286,53,2015
Receptions,16,6,395,52,2014
Receptions,16,7,1567,45,2015
Receptions,16,8,611,41,2015
Receptions,16,9,1844,32,2016
Receptions,16,10,1585,31,2014
Receptions,16,11,3462,23,2015
Receptions,16,12,113,18,2015
Receptions,16,13,2513,18,2016
Receptions,16,14,51,15,2016
Receptions,16,15,309,9,2015
Receptions,16,16,1563,9,2016
Receptions,16,17,3424,8,2016
Receptions,16,18,1474,5,2014
Receptions,16,19,2411,5,2016
Receptions,16,20,713,4,2014
Receptions,16,21,2427,4,2016
Receptions,16,22,928,3,2016
Receptions,16,23,3289,2,2015
Receptions,16,24,3441,1,2015
Receiving Yards,16,0,599,2847,2016
Receiving Yards,16,1,1586,2577,2016
Receiving Yards,16,2,3305,792,2016
Receiving Yards,16,3,3448,792,2016
Receiving Yards,16,4,286,521,2015
Receiving Yards,16,5,524,516,2016
Receiving Yards,16,6,611,452,2015
Receiving Yards,16,7,1585,431,2014
Receiving Yards,16,8,1567,357,2015
Receiving Yards,16,9,1844,324,2016
Receiving Yards,16,10,395,317,2014
Receiving Yards,16,11,3462,248,2015
Receiving Yards,16,12,113,225,2015
Receiving Yards,16,13,2513,153,2016
Receiving Yards,16,14,51,121,2016
Receiving Yards,16,15,1563,85,2016
Receiving Yards,16,16,3424,80,2016
Receiving Yards,16,17,309,67,2015
Receiving Yards,16,18,1474,45,2014
Receiving Yards,16,19,928,39,2016
Receiving Yards,16,20,713,31,2014
Receiving Yards,16,21,2427,19,2016
Receiving Yards,16,22,2411,13,2016
Receiving Yards,16,23,3441,10,2015
Receiving Yards,16,24,3289,2,2015
Yards per Reception,16,0,599,1318,2016
Yards per Reception,16,1,1586,1227,2016
Yards per Reception,16,2,3305,740,2016
Receiving Touchdowns,16,0,599,21,2016
Receiving Touchdowns,16,1,1586,13,2016
Receiving Touchdowns,16,2,1585,5,2014
Receiving Touchdowns,16,3,113,3,2015
Receiving Touchdowns,16,4,611,3,2015
Receiving Touchdowns,16,5,524,2,2016
Receiving Touchdowns,16,6,1844,2,2016
Receiving Touchdowns,16,7,3448,2,2016
Receiving Touchdowns,16,8,395,1,2014
Receiving Touchdowns,16,9,286,1,2015
Receiving Touchdowns,16,10,1567,1,2015
Receiving Touchdowns,16,11,3462,1,2015
Receiving Touchdowns,16,12,3305,1,2016
Targeted Passes,16,0,599,354,2016
Targeted Passes,16,1,1586,348,2016
Targeted Passes,16,2,3305,143,2016
Targeted Passes,16,3,3448,106,2016
Targeted Passes,16,4,524,99,2016
Targeted Passes,16,5,611,82,2015
Targeted Passes,16,6,286,73,2015
Targeted Passes,16,7,395,66,2014
Targeted Passes,16,8,1567,57,2015
Targeted Passes,16,9,1844,53,2016
Targeted Passes,16,10,1585,46,2014
Targeted Passes,16,11,3462,43,2015
Targeted Passes,16,12,2513,30,2016
Targeted Passes,16,13,113,28,2015
Targeted Passes,16,14,51,22,2016
Targeted Passes,16,15,309,16,2015
Targeted Passes,16,16,1563,16,2016
Targeted Passes,16,17,3424,12,2016
Targeted Passes,16,18,713,9,2014
Targeted Passes,16,19,1474,7,2014
Targeted Passes,16,20,2427,6,2016
Targeted Passes,16,21,2411,5,2016
Targeted Passes,16,22,928,4,2016
Targeted Passes,16,23,3289,2,2015
Targeted Passes,16,24,3441,2,2015
Passes Dropped,16,0,1586,17,2016
Passes Dropped,16,1,599,15,2016
Passes Dropped,16,2,3448,6,2016
Passes Dropped,16,3,524,5,2016
Passes Dropped,16,4,611,4,2015
Passes Dropped,16,5,3305,4,2016
Passes Dropped,16,6,3462,3,2015
Passes Dropped,16,7,1844,3,2016
Passes Dropped,16,8,2513,3,2016
Passes Dropped,16,9,1474,1,2014
Passes Dropped,16,10,1585,1,2014
Passes Dropped,16,11,113,1,2015
Passes Dropped,16,12,286,1,2015
Passes Dropped,16,13,309,1,2015
100 Yards Receiving,16,0,599,10,2016
100 Yards Receiving,16,1,1586,7,2016
100 Yards Receiving,16,2,1585,1,2014
100 Yards Receiving,16,3,3448,1,2016
Interceptions,16,0,649,7,2015
Interceptions,16,1,1485,7,2016
Interceptions,16,2,826,6,2015
Interceptions,16,3,1438,6,2016
Interceptions,16,4,1056,4,2014
Interceptions,16,5,591,3,2015
Interceptions,16,6,640,3,2015
Interceptions,16,7,201,2,2014
Interceptions,16,8,1030,1,2014
Interceptions,16,9,1564,1,2015
Interceptions,16,10,555,1,2016
Interceptions,16,11,597,1,2016
Interceptions,16,12,661,1,2016
Interceptions,16,13,1412,1,2016
Interceptions,16,14,1685,1,2016
Interceptions,16,15,1867,1,2016
Interceptions,16,16,3964,1,2016
Pass Defense Percentage,16,0,1485,831,2016
Pass Defense Percentage,16,1,1438,824,2016
Pass Defense Percentage,16,2,649,789,2015
Pass Defense Percentage,16,3,826,784,2015
Pass Defense Percentage,16,4,1564,775,2015
Tackles,16,0,1485,251,2016
Tackles,16,1,1412,154,2016
Tackles,16,2,1794,140,2016
Tackles,16,3,591,139,2015
Tackles,16,4,1504,133,2016
Tackles,16,5,826,126,2015
Tackles,16,6,1692,117,2016
Tackles,16,7,640,107,2015
Tackles,16,8,1037,101,2016
Tackles,16,9,1438,93,2016
Tackles,16,10,555,90,2016
Tackles,16,11,1564,83,2015
Tackles,16,12,649,80,2015
Tackles,16,13,661,79,2016
Tackles,16,14,3964,78,2016
Tackles,16,15,1030,71,2014
Tackles,16,16,201,70,2014
Tackles,16,17,1867,68,2016
Tackles,16,18,597,67,2016
Tackles,16,19,1685,54,2016
Tackles,16,20,1056,51,2014
Tackles,16,21,1013,26,2015
Tackles,16,22,1196,19,2015
Tackles,16,23,402,17,2014
Tackles,16,24,1680,17,2016
Tackles,16,25,1462,16,2015
Tackles,16,26,3095,16,2015
Tackles,16,27,4664,15,2016
Tackles,16,28,4731,14,2016
Tackles,16,29,1505,12,2015
Tackles,16,30,52,11,2014
Tackles,16,31,2958,11,2016
Tackles,16,32,843,10,2015
Tackles,16,33,1744,10,2016
Tackles,16,34,1709,8,2016
Tackles,16,35,191,7,2014
Tackles,16,36,599,7,2016
Tackles,16,37,2984,7,2016
Tackles,16,38,4489,6,2016
Tackles,16,39,94,5,2015
Tackles,16,40,1586,5,2016
Tackles,16,41,286,4,2015
Tackles,16,42,1324,3,2014
Tackles,16,43,3305,3,2016
Tackles,16,44,611,2,2015
Tackles,16,45,3462,2,2015
Tackles,16,46,524,2,2016
Tackles,16,47,550,2,2016
Tackles,16,48,1563,2,2016
Tackles,16,49,3424,2,2016
Tackles,16,50,395,1,2014
Tackles,16,51,713,1,2014
Tackles,16,52,309,1,2015
Tackles,16,53,2077,1,2015
Tackles,16,54,2907,1,2015
Tackles,16,55,1553,1,2016
Tackles,16,56,1660,1,2016
Tackles,16,57,1844,1,2016
Tackles,16,58,2513,1,2016
Tackles,16,59,3177,1,2016
Tackles,16,60,3448,1,2016
Tackles,16,61,4603,1,2016
Assists,16,0,1485,86,2016
Assists,16,1,591,58,2015
Assists,16,2,1412,50,2016
Assists,16,3,1794,48,2016
Assists,16,4,640,46,2015
Assists,16,5,1692,45,2016
Assists,16,6,1037,43,2016
Assists,16,7,1504,43,2016
Assists,16,8,1438,38,2016
Assists,16,9,826,33,2015
Assists,16,10,1867,30,2016
Assists,16,11,555,24,2016
Assists,16,12,1030,23,2014
Assists,16,13,1056,20,2014
Assists,16,14,649,20,2015
Assists,16,15,597,20,2016
Assists,16,16,661,20,2016
Assists,16,17,3964,19,2016
Assists,16,18,201,18,2014
Assists,16,19,1564,18,2015
Assists,16,20,1685,16,2016
Assists,16,21,402,10,2014
Assists,16,22,1013,10,2015
Assists,16,23,3095,10,2015
Assists,16,24,4664,9,2016
Assists,16,25,843,7,2015
Assists,16,26,1505,7,2015
Assists,16,27,4731,7,2016
Assists,16,28,1196,5,2015
Assists,16,29,191,3,2014
Assists,16,30,1462,3,2015
Assists,16,31,1680,3,2016
Assists,16,32,1744,3,2016
Assists,16,33,2984,3,2016
Assists,16,34,52,2,2014
Assists,16,35,2907,2,2015
Assists,16,36,2958,2,2016
Assists,16,37,1324,1,2014
Assists,16,38,1709,1,2016
Assists,16,39,3177,1,2016
Assists,16,40,4489,1,2016
Sacks,16,0,1037,300,2016
Sacks,16,1,1504,200,2016
Sacks,16,2,1794,135,2016
Sacks,16,3,1692,60,2016
Sacks,16,4,640,55,2015
Sacks,16,5,555,40,2016
Sacks,16,6,1412,40,2016
Sacks,16,7,1013,35,2015
Sacks,16,8,1505,30,2015
Sacks,16,9,1867,30,2016
Sacks,16,10,1680,25,2016
Sacks,16,11,1030,20,2014
Sacks,16,12,1056,20,2014
Sacks,16,13,826,20,2015
Sacks,16,14,843,20,2015
Sacks,16,15,1709,20,2016
Sacks,16,16,402,15,2014
Sacks,16,17,1485,15,2016
Sacks,16,18,4664,15,2016
Sacks,16,19,191,10,2014
Sacks,16,20,201,10,2014
Sacks,16,21,591,10,2015
Sacks,16,22,1564,10,2015
Sacks,16,23,597,10,2016
Sacks,16,24,1744,10,2016
Sacks,16,25,2958,10,2016
Sacks,16,26,4489,10,2016
Sacks,16,27,661,5,2016
Hurries,16,0,1037,55,2016
Hurries,16,1,1504,43,2016
Hurries,16,2,1794,34,2016
Hurries,16,3,1692,13,2016
Hurries,16,4,591,5,2015
Hurries,16,5,1412,5,2016
Hurries,16,6,1013,4,2015
Hurries,16,7,555,4,2016
Hurries,16,8,1680,4,2016
Hurries,16,9,402,3,2014
Hurries,16,10,1505,3,2015
Hurries,16,11,2958,3,2016
Hurries,16,12,640,2,2015
Hurries,16,13,843,2,2015
Hurries,16,14,661,2,2016
Hurries,16,15,1438,2,2016
Hurries,16,16,1867,2,2016
Hurries,16,17,4489,2,2016
Hurries,16,18,52,1,2014
Hurries,16,19,191,1,2014
Hurries,16,20,1030,1,2014
Hurries,16,21,826,1,2015
Hurries,16,22,1564,1,2015
Hurries,16,23,1485,1,2016
Hurries,16,24,1744,1,2016
Hurries,16,25,3964,1,2016
Blocked Passes,16,0,1504,11,2016
Blocked Passes,16,1,1037,9,2016
Blocked Passes,16,2,1794,4,2016
Blocked Passes,16,3,1680,3,2016
Blocked Passes,16,4,1692,3,2016
Blocked Passes,16,5,402,2,2014
Blocked Passes,16,6,1505,2,2015
Blocked Passes,16,7,555,2,2016
Blocked Passes,16,8,1412,2,2016
Blocked Passes,16,9,1744,2,2016
Blocked Passes,16,10,4489,2,2016
Blocked Passes,16,11,191,1,2014
Blocked Passes,16,12,201,1,2014
Blocked Passes,16,13,591,1,2015
Blocked Passes,16,14,1196,1,2015
Blocked Passes,16,15,1709,1,2016
Blocked Passes,16,16,3964,1,2016
Field Goals,16,0,2132,41,2016
Field Goals,16,1,2819,32,2014
Field Goals,16,2,2838,1,2016
Key Run Blocks,16,0,1660,109,2016
Key Run Blocks,16,1,301,65,2016
Key Run Blocks,16,2,1553,48,2016
Key Run Blocks,16,3,418,43,2016
Key Run Blocks,16,4,211,33,2016
Key Run Blocks,16,5,524,33,2016
Key Run Blocks,16,6,1634,24,2015
Key Run Blocks,16,7,84,10,2015
Key Run Blocks,16,8,992,9,2016
Key Run Blocks,16,9,527,7,2016
Key Run Blocks,16,10,286,6,2015
Key Run Blocks,16,11,1563,5,2016
Key Run Blocks,16,12,2077,4,2015
Key Run Blocks,16,13,113,2,2015
Key Run Blocks,16,14,3522,2,2015
Key Run Blocks,16,15,2513,2,2016
Key Run Blocks,16,16,1474,1,2014
Key Run Opportunities,16,0,1660,299,2016
Key Run Opportunities,16,1,301,207,2016
Key Run Opportunities,16,2,1553,161,2016
Key Run Opportunities,16,3,418,127,2016
Key Run Opportunities,16,4,524,91,2016
Key Run Opportunities,16,5,1634,83,2015
Key Run Opportunities,16,6,211,69,2016
Key Run Opportunities,16,7,84,37,2015
Key Run Opportunities,16,8,2077,23,2015
Key Run Opportunities,16,9,992,18,2016
Key Run Opportunities,16,10,286,15,2015
Key Run Opportunities,16,11,527,14,2016
Key Run Opportunities,16,12,1563,13,2016
Key Run Opportunities,16,13,2513,7,2016
Key Run Opportunities,16,14,858,5,2014
Key Run Opportunities,16,15,113,5,2015
Key Run Opportunities,16,16,3522,4,2015
Key Run Opportunities,16,17,437,3,2014
Key Run Opportunities,16,18,51,3,2016
Key Run Opportunities,16,19,2642,2,2016
Key Run Opportunities,16,20,1474,1,2014
Pancake Blocks,16,0,1660,12,2016
Pancake Blocks,16,1,524,10,2016
Pancake Blocks,16,2,418,3,2016
Pancake Blocks,16,3,286,1,2015
Pancake Blocks,16,4,1553,1,2016
Passes Defensed,16,0,1485,34,2016
Passes Defensed,16,1,1438,21,2016
Passes Defensed,16,2,1056,16,2014
Passes Defensed,16,3,826,13,2015
Passes Defensed,16,4,1412,11,2016
Passes Defensed,16,5,649,10,2015
Passes Defensed,16,6,1564,10,2015
Passes Defensed,16,7,661,9,2016
Passes Defensed,16,8,597,8,2016
Passes Defensed,16,9,1030,7,2014
Passes Defensed,16,10,640,7,2015
Passes Defensed,16,11,555,7,2016
Passes Defensed,16,12,591,4,2015
Passes Defensed,16,13,1196,4,2015
Passes Defensed,16,14,3095,4,2015
Passes Defensed,16,15,3964,4,2016
Passes Defensed,16,16,201,3,2014
Passes Defensed,16,17,1685,2,2016
Passes Defensed,16,18,4731,2,2016
Passes Defensed,16,19,1037,1,2016
Passes Defensed,16,20,1504,1,2016
Passes Defensed,16,21,4664,1,2016
Punt Return Yards,16,0,1586,1077,2016
Punt Return Yards,16,1,309,46,2015
Punt Return Yards,16,2,1844,26,2016
Punt Return TDs,16,0,1586,1,2016
Kickoff Return Yards,16,0,611,1593,2015
Kickoff Return Yards,16,1,1485,1039,2016
Kickoff Return Yards,16,2,1586,470,2016
Kickoff Return Yards,16,3,713,43,2014
Kickoff Return Yards,16,4,3424,38,2016
Kickoff Return Yards,16,5,1844,19,2016
Points Scored,16,0,2132,191,2016
Points Scored,16,1,2819,138,2014
Points Scored,16,2,599,132,2016
Points Scored,16,3,3305,114,2016
Points Scored,16,4,1586,84,2016
Points Scored,16,5,1567,78,2015
Points Scored,16,6,395,30,2014
Points Scored,16,7,1585,30,2014
Points Scored,16,8,94,24,2015
Points Scored,16,9,113,24,2015
Points Scored,16,10,524,24,2016
Points Scored,16,11,309,18,2015
Points Scored,16,12,611,18,2015
Points Scored,16,13,826,12,2015
Points Scored,16,14,1794,12,2016
Points Scored,16,15,1844,12,2016
Points Scored,16,16,2427,12,2016
Points Scored,16,17,3448,12,2016
Points Scored,16,18,201,6,2014
Points Scored,16,19,1030,6,2014
Points Scored,16,20,286,6,2015
Points Scored,16,21,640,6,2015
Points Scored,16,22,649,6,2015
Points Scored,16,23,3462,6,2015
Points Scored,16,24,1485,6,2016
Points Scored,16,25,1867,6,2016
Points Scored,16,26,4010,6,2016
Points Scored,16,27,2838,4,2016
Points Scored,16,28,1287,1,2016
Yards from Scrimmage,16,0,3305,3030,2016
Yards from Scrimmage,16,1,599,2926,2016
Yards from Scrimmage,16,2,1586,2576,2016
Yards from Scrimmage,16,3,1567,1536,2015
Yards from Scrimmage,16,4,395,1037,2014
Yards from Scrimmage,16,5,3448,792,2016
Yards from Scrimmage,16,6,524,766,2016
Yards from Scrimmage,16,7,94,551,2015
Yards from Scrimmage,16,8,286,521,2015
