Category,Team/All_Teams,Place,Player,Record,Last_Year
Rushing Attempts,19,12,1716,4,2018
Rushing Attempts,19,13,4938,4,2018
Rushing Attempts,19,14,1593,3,2014
Rushing Attempts,19,15,5743,3,2018
Rushing Attempts,19,16,1604,2,2014
Rushing Attempts,19,17,4017,2,2017
Rushing Attempts,19,18,4158,2,2018
Rushing Attempts,19,19,1844,1,2014
Rushing Attempts,19,20,2583,1,2014
Rushing Attempts,19,21,550,1,2015
Rushing Attempts,19,22,862,1,2015
Rushing Yards,19,0,1740,5366,2018
Rushing Yards,19,1,3307,2151,2017
Rushing Yards,19,2,998,580,2017
Rushing Yards,19,3,112,490,2018
Rushing Yards,19,4,181,426,2014
Rushing Yards,19,5,5733,342,2018
Rushing Yards,19,6,1943,239,2016
Rushing Yards,19,7,3338,136,2017
Rushing Yards,19,8,1940,93,2015
Rushing Yards,19,9,4938,35,2018
Rushing Yards,19,10,1602,25,2018
Rushing Yards,19,11,5714,25,2018
Rushing Yards,19,12,1716,14,2018
Rushing Yards,19,13,1675,13,2015
Rushing Yards,19,14,1593,11,2014
Rushing Yards,19,15,550,10,2015
Rushing Yards,19,16,5743,9,2018
Rushing Yards,19,17,1604,6,2014
Rushing Yards,19,18,4017,5,2017
Rushing Yards,19,19,4158,3,2018
Rushing Yards,19,20,2583,1,2014
Yards per Carry,19,0,1740,467,2018
Yards per Carry,19,1,3307,443,2017
Rushing Touchdowns,19,0,1740,36,2018
Rushing Touchdowns,19,1,3307,14,2017
Rushing Touchdowns,19,2,998,8,2017
Rushing Touchdowns,19,3,5733,4,2018
Rushing Touchdowns,19,4,181,2,2014
Rushing Touchdowns,19,5,1943,2,2016
Rushing Touchdowns,19,6,3338,2,2017
Rushing Touchdowns,19,7,112,1,2018
100 Yards Rushing,19,0,1740,19,2018
100 Yards Rushing,19,1,1943,1,2016
100 Yards Rushing,19,2,998,1,2017
100 Yards Rushing,19,3,3307,1,2017
Receptions,19,0,1716,491,2018
Receptions,19,1,1602,405,2018
Receptions,19,2,325,234,2018
Receptions,19,3,1740,228,2018
Receptions,19,4,3307,94,2017
Receptions,19,5,1593,61,2014
Receptions,19,6,3338,52,2017
Receptions,19,7,4200,41,2018
Receptions,19,8,5920,39,2018
Receptions,19,9,5775,34,2018
Receptions,19,10,1008,30,2017
Receptions,19,11,4158,29,2018
Receptions,19,12,4246,24,2017
Receptions,19,13,1604,17,2014
Receptions,19,14,862,17,2015
Receptions,19,15,1846,10,2016
Receptions,19,16,5733,10,2018
Receptions,19,17,5876,10,2018
Receptions,19,18,1825,9,2014
Receptions,19,19,713,9,2016
Receptions,19,20,1943,9,2016
Receptions,19,21,2583,8,2014
Receptions,19,22,998,8,2017
Receptions,19,23,2497,6,2014
Receptions,19,24,188,6,2015
Receptions,19,25,1675,6,2015
Receptions,19,26,2608,6,2015
Receptions,19,27,1473,5,2017
Receptions,19,28,1940,4,2015
Receptions,19,29,1844,3,2014
Receptions,19,30,5743,3,2018
Receptions,19,31,181,2,2014
Receptions,19,32,2512,2,2017
Receptions,19,33,5714,1,2018
Receptions,19,34,5828,1,2018
Receiving Yards,19,0,1716,7014,2018
Receiving Yards,19,1,1602,5892,2018
Receiving Yards,19,2,325,2734,2018
Receiving Yards,19,3,1740,1959,2018
Receiving Yards,19,4,3307,910,2017
Receiving Yards,19,5,1593,878,2014
Receiving Yards,19,6,4200,509,2018
Receiving Yards,19,7,1008,403,2017
Receiving Yards,19,8,5920,386,2018
Receiving Yards,19,9,3338,361,2017
Receiving Yards,19,10,5775,248,2018
Receiving Yards,19,11,4246,227,2017
Receiving Yards,19,12,4158,192,2018
Receiving Yards,19,13,862,186,2015
Receiving Yards,19,14,1846,147,2016
Receiving Yards,19,15,5876,134,2018
Receiving Yards,19,16,2583,131,2014
Receiving Yards,19,17,1604,124,2014
Receiving Yards,19,18,713,97,2016
Receiving Yards,19,19,188,95,2015
Receiving Yards,19,20,2608,66,2015
Receiving Yards,19,21,998,63,2017
Receiving Yards,19,22,1825,62,2014
Receiving Yards,19,23,1675,56,2015
Receiving Yards,19,24,1473,56,2017
Receiving Yards,19,25,1943,50,2016
Receiving Yards,19,26,5733,49,2018
Receiving Yards,19,27,1940,46,2015
Receiving Yards,19,28,2512,39,2017
Receiving Yards,19,29,2497,28,2014
Receiving Yards,19,30,181,19,2014
Receiving Yards,19,31,5743,14,2018
Receiving Yards,19,32,5714,11,2018
Receiving Yards,19,33,5828,9,2018
Receiving Yards,19,34,1844,2,2014
Yards per Reception,19,0,1602,1455,2018
Yards per Reception,19,1,1716,1429,2018
Yards per Reception,19,2,325,1168,2018
Yards per Reception,19,3,1740,859,2018
Receiving Touchdowns,19,0,1716,50,2018
Receiving Touchdowns,19,1,1602,45,2018
Receiving Touchdowns,19,2,325,24,2018
Receiving Touchdowns,19,3,1740,18,2018
Receiving Touchdowns,19,4,3307,13,2017
Receiving Touchdowns,19,5,1593,8,2014
Receiving Touchdowns,19,6,4158,3,2018
Receiving Touchdowns,19,7,713,2,2016
Receiving Touchdowns,19,8,1846,2,2016
Receiving Touchdowns,19,9,998,2,2017
Receiving Touchdowns,19,10,4246,2,2017
Receiving Touchdowns,19,11,4200,2,2018
Receiving Touchdowns,19,12,5876,2,2018
Receiving Touchdowns,19,13,5920,2,2018
Receiving Touchdowns,19,14,1604,1,2014
Receiving Touchdowns,19,15,2608,1,2015
Receiving Touchdowns,19,16,1943,1,2016
Receiving Touchdowns,19,17,1008,1,2017
Receiving Touchdowns,19,18,3338,1,2017
Receiving Touchdowns,19,19,5775,1,2018
Targeted Passes,19,0,1716,720,2018
Targeted Passes,19,1,1602,591,2018
Targeted Passes,19,2,325,313,2018
Targeted Passes,19,3,1740,288,2018
Targeted Passes,19,4,3307,113,2017
Targeted Passes,19,5,1593,86,2014
Targeted Passes,19,6,3338,68,2017
Targeted Passes,19,7,5920,63,2018
Targeted Passes,19,8,4200,60,2018
Targeted Passes,19,9,1008,49,2017
Targeted Passes,19,10,5775,43,2018
Targeted Passes,19,11,4246,41,2017
Targeted Passes,19,12,4158,39,2018
Targeted Passes,19,13,862,27,2015
Targeted Passes,19,14,1604,20,2014
Targeted Passes,19,15,1846,19,2016
Targeted Passes,19,16,2583,18,2014
Targeted Passes,19,17,1825,17,2014
Targeted Passes,19,18,713,16,2016
Targeted Passes,19,19,5876,14,2018
Targeted Passes,19,20,188,13,2015
Targeted Passes,19,21,998,13,2017
Targeted Passes,19,22,5733,13,2018
Targeted Passes,19,23,2608,11,2015
Targeted Passes,19,24,1473,11,2017
Targeted Passes,19,25,1943,10,2016
Targeted Passes,19,26,2497,8,2014
Targeted Passes,19,27,1675,7,2015
Targeted Passes,19,28,1844,5,2014
Targeted Passes,19,29,1940,5,2015
Targeted Passes,19,30,181,3,2014
Targeted Passes,19,31,5743,3,2018
Targeted Passes,19,32,2512,2,2017
Targeted Passes,19,33,5714,1,2018
Targeted Passes,19,34,5828,1,2018
Passes Dropped,19,0,1716,26,2018
Passes Dropped,19,1,1602,20,2018
Passes Dropped,19,2,325,14,2018
Passes Dropped,19,3,5920,7,2018
Passes Dropped,19,4,1740,6,2018
Passes Dropped,19,5,1593,4,2014
Passes Dropped,19,6,1008,4,2017
Passes Dropped,19,7,4158,4,2018
Passes Dropped,19,8,4200,4,2018
Passes Dropped,19,9,713,3,2016
Passes Dropped,19,10,2583,2,2014
Passes Dropped,19,11,1846,2,2016
Passes Dropped,19,12,3307,2,2017
Passes Dropped,19,13,3338,2,2017
Passes Dropped,19,14,5775,2,2018
Passes Dropped,19,15,862,1,2015
Passes Dropped,19,16,1940,1,2015
Passes Dropped,19,17,5733,1,2018
100 Yards Receiving,19,0,1716,27,2018
100 Yards Receiving,19,1,1602,20,2018
100 Yards Receiving,19,2,1593,5,2014
100 Yards Receiving,19,3,1740,2,2018
100 Yards Receiving,19,4,3307,1,2017
100 Yards Receiving,19,5,4246,1,2017
100 Yards Receiving,19,6,325,1,2018
Interceptions,19,0,695,20,2018
Interceptions,19,1,1749,15,2018
Interceptions,19,2,1694,13,2016
Interceptions,19,3,647,8,2016
Interceptions,19,4,940,6,2016
Interceptions,19,5,1581,5,2015
Interceptions,19,6,5538,5,2018
Interceptions,19,7,783,3,2015
Interceptions,19,8,1039,3,2017
Interceptions,19,9,1040,3,2017
Interceptions,19,10,3014,3,2017
Interceptions,19,11,4631,3,2018
Interceptions,19,12,1809,2,2015
Interceptions,19,13,318,1,2014
Interceptions,19,14,808,1,2015
Interceptions,19,15,1118,1,2015
Interceptions,19,16,1453,1,2016
Interceptions,19,17,1835,1,2017
Interceptions,19,18,2240,1,2017
Interceptions,19,19,787,1,2018
Interceptions,19,20,5622,1,2018
Interceptions,19,21,6358,1,2018
Interceptions,19,22,6438,1,2018
Pass Defense Percentage,19,0,647,830,2016
Pass Defense Percentage,19,1,1694,818,2016
Pass Defense Percentage,19,2,695,805,2018
Pass Defense Percentage,19,3,1581,796,2015
Pass Defense Percentage,19,4,1749,789,2018
Pass Defense Percentage,19,5,1039,779,2017
Pass Defense Percentage,19,6,1835,777,2017
Pass Defense Percentage,19,7,5538,772,2018
Tackles,19,0,1749,429,2018
Tackles,19,1,695,315,2018
Tackles,19,2,1694,269,2016
Tackles,19,3,1040,248,2017
Tackles,19,4,787,181,2018
Tackles,19,5,783,178,2015
Tackles,19,6,1292,161,2018
Tackles,19,7,647,141,2016
Tackles,19,8,4631,114,2018
Tackles,19,9,1453,92,2016
Tackles,19,10,1581,90,2015
Tackles,19,11,1039,89,2017
Tackles,19,12,5538,89,2018
Tackles,19,13,1835,79,2017
Tackles,19,14,4482,70,2018
Tackles,19,15,1871,57,2015
Tackles,19,16,6299,57,2018
Tackles,19,17,1809,55,2015
Tackles,19,18,5622,52,2018
Tackles,19,19,3014,50,2017
Tackles,19,20,6358,49,2018
Tackles,19,21,3826,46,2016
Tackles,19,22,5481,45,2018
Tackles,19,23,5478,44,2018
Tackles,19,24,4624,41,2017
Tackles,19,25,318,40,2014
Tackles,19,26,981,40,2016
Tackles,19,27,3871,40,2016
Tackles,19,28,1063,38,2014
Tackles,19,29,6438,38,2018
Tackles,19,30,784,36,2014
Tackles,19,31,3769,34,2018
Tackles,19,32,473,33,2017
Tackles,19,33,2240,31,2017
Tackles,19,34,940,29,2016
Tackles,19,35,74,27,2014
Tackles,19,36,3154,22,2017
Tackles,19,37,184,21,2014
Tackles,19,38,1108,20,2016
Tackles,19,39,3828,20,2016
Tackles,19,40,6292,20,2018
Tackles,19,41,2948,19,2014
Tackles,19,42,808,18,2015
Tackles,19,43,774,18,2016
Tackles,19,44,2203,18,2017
Tackles,19,45,1716,17,2018
Tackles,19,46,6456,17,2018
Tackles,19,47,554,16,2015
Tackles,19,48,6392,16,2018
Tackles,19,49,1118,12,2015
Tackles,19,50,721,11,2016
Tackles,19,51,874,11,2017
Tackles,19,52,1361,10,2015
Tackles,19,53,1602,10,2018
Tackles,19,54,5352,10,2018
Tackles,19,55,6258,10,2018
Tackles,19,56,1236,9,2015
Tackles,19,57,866,8,2014
Tackles,19,58,1617,7,2014
Tackles,19,59,112,7,2018
Tackles,19,60,1740,7,2018
Tackles,19,61,6367,6,2018
Tackles,19,62,325,5,2018
Tackles,19,63,918,4,2014
Tackles,19,64,317,4,2015
Tackles,19,65,799,4,2015
Tackles,19,66,3338,4,2017
Tackles,19,67,5567,3,2018
Tackles,19,68,1846,2,2016
Tackles,19,69,2238,2,2016
Tackles,19,70,4728,2,2016
Tackles,19,71,998,2,2017
Tackles,19,72,6206,2,2018
Tackles,19,73,1593,1,2014
Tackles,19,74,2583,1,2014
Tackles,19,75,2161,1,2015
Tackles,19,76,2608,1,2015
Tackles,19,77,933,1,2016
Tackles,19,78,1008,1,2017
Tackles,19,79,1584,1,2017
Tackles,19,80,4246,1,2017
Tackles,19,81,1155,1,2018
Tackles,19,82,4200,1,2018
Tackles,19,83,5876,1,2018
Tackles,19,84,5920,1,2018
Tackles,19,85,6086,1,2018
Tackles,19,86,6251,1,2018
Assists,19,0,1749,146,2018
Assists,19,1,695,90,2018
Assists,19,2,1694,88,2016
Assists,19,3,787,74,2018
Assists,19,4,1040,73,2017
Assists,19,5,1292,70,2018
Assists,19,6,783,57,2015
Assists,19,7,647,40,2016
Assists,19,8,1453,40,2016
Assists,19,9,4482,35,2018
Assists,19,10,1581,32,2015
Assists,19,11,4631,30,2018
Assists,19,12,1835,28,2017
Assists,19,13,1871,23,2015
Assists,19,14,5538,22,2018
Assists,19,15,5478,21,2018
Assists,19,16,5622,19,2018
Assists,19,17,6358,19,2018
Assists,19,18,784,18,2014
Assists,19,19,3014,18,2017
Assists,19,20,1039,17,2017
Assists,19,21,4624,17,2017
Assists,19,22,5481,16,2018
Assists,19,23,6299,16,2018
Assists,19,24,1809,15,2015
Assists,19,25,981,14,2016
Assists,19,26,3871,14,2016
Assists,19,27,473,14,2017
Assists,19,28,3769,14,2018
Assists,19,29,1063,13,2014
Assists,19,30,6438,13,2018
Assists,19,31,318,12,2014
Assists,19,32,940,12,2016
Assists,19,33,1108,10,2016
Assists,19,34,1118,9,2015
Assists,19,35,3826,9,2016
Assists,19,36,2240,9,2017
Assists,19,37,74,8,2014
Assists,19,38,2948,8,2014
Assists,19,39,6456,8,2018
Assists,19,40,6392,7,2018
Assists,19,41,554,6,2015
Assists,19,42,1236,6,2015
Assists,19,43,3154,6,2017
Assists,19,44,184,5,2014
Assists,19,45,1361,5,2015
Assists,19,46,774,5,2016
Assists,19,47,3828,5,2016
Assists,19,48,6258,5,2018
Assists,19,49,6292,5,2018
Assists,19,50,866,4,2014
Assists,19,51,808,4,2015
Assists,19,52,874,4,2017
Assists,19,53,1617,3,2014
Assists,19,54,2203,3,2017
Assists,19,55,5352,3,2018
Assists,19,56,721,2,2016
Assists,19,57,5567,2,2018
Assists,19,58,799,1,2015
Assists,19,59,2238,1,2016
Assists,19,60,6367,1,2018
Sacks,19,0,1292,340,2018
Sacks,19,1,787,180,2018
Sacks,19,2,1871,120,2015
Sacks,19,3,4482,115,2018
Sacks,19,4,473,100,2017
Sacks,19,5,981,75,2016
Sacks,19,6,3014,75,2017
Sacks,19,7,774,70,2016
Sacks,19,8,3769,70,2018
Sacks,19,9,784,65,2014
Sacks,19,10,5481,65,2018
Sacks,19,11,3871,55,2016
Sacks,19,12,2240,50,2017
Sacks,19,13,5478,45,2018
Sacks,19,14,184,40,2014
Sacks,19,15,1063,40,2014
Sacks,19,16,1749,40,2018
Sacks,19,17,2203,35,2017
Sacks,19,18,866,30,2014
Sacks,19,19,783,30,2015
Sacks,19,20,647,30,2016
Sacks,19,21,1108,30,2016
Sacks,19,22,1453,30,2016
Sacks,19,23,3826,30,2016
Sacks,19,24,3828,30,2016
Sacks,19,25,695,25,2018
Sacks,19,26,6358,25,2018
Sacks,19,27,74,20,2014
Sacks,19,28,808,20,2015
Sacks,19,29,1040,20,2017
Sacks,19,30,4624,20,2017
Sacks,19,31,1361,15,2015
Sacks,19,32,1694,15,2016
Sacks,19,33,1617,10,2014
Sacks,19,34,2948,10,2014
Sacks,19,35,554,10,2015
Sacks,19,36,2238,10,2016
Sacks,19,37,4631,10,2018
Sacks,19,38,5352,10,2018
Sacks,19,39,5622,10,2018
Sacks,19,40,6292,10,2018
Sacks,19,41,918,5,2014
Sacks,19,42,5538,5,2018
Sacks,19,43,6258,5,2018
Hurries,19,0,787,45,2018
Hurries,19,1,1292,43,2018
Hurries,19,2,4482,26,2018
Hurries,19,3,3871,14,2016
Hurries,19,4,1871,11,2015
Hurries,19,5,1063,10,2014
Hurries,19,6,774,10,2016
Hurries,19,7,184,9,2014
Hurries,19,8,3826,9,2016
Hurries,19,9,473,9,2017
Hurries,19,10,784,7,2014
Hurries,19,11,5481,7,2018
Hurries,19,12,808,6,2015
Hurries,19,13,3828,6,2016
Hurries,19,14,2240,6,2017
Hurries,19,15,866,5,2014
Hurries,19,16,554,5,2015
Hurries,19,17,783,5,2015
Hurries,19,18,1361,5,2015
Hurries,19,19,3769,5,2018
Hurries,19,20,1108,4,2016
Hurries,19,21,1749,4,2018
Hurries,19,22,5478,4,2018
Hurries,19,23,918,3,2014
Hurries,19,24,981,3,2016
Hurries,19,25,5352,3,2018
Hurries,19,26,799,2,2015
Hurries,19,27,2203,2,2017
Hurries,19,28,4624,2,2017
Hurries,19,29,695,2,2018
Hurries,19,30,6258,2,2018
Hurries,19,31,6367,2,2018
Hurries,19,32,2948,1,2014
Hurries,19,33,1453,1,2016
Hurries,19,34,1040,1,2017
Hurries,19,35,3014,1,2017
Hurries,19,36,5622,1,2018
Hurries,19,37,6292,1,2018
Hurries,19,38,6358,1,2018
Hurries,19,39,6392,1,2018
Blocked Passes,19,0,787,18,2018
Blocked Passes,19,1,1292,18,2018
Blocked Passes,19,2,473,8,2017
Blocked Passes,19,3,4482,7,2018
Blocked Passes,19,4,1871,4,2015
Blocked Passes,19,5,3871,4,2016
Blocked Passes,19,6,3769,4,2018
Blocked Passes,19,7,5481,4,2018
Blocked Passes,19,8,799,2,2015
Blocked Passes,19,9,1361,2,2015
Blocked Passes,19,10,1108,2,2016
Blocked Passes,19,11,3826,2,2016
Blocked Passes,19,12,2203,2,2017
Blocked Passes,19,13,2240,2,2017
Blocked Passes,19,14,5352,2,2018
Blocked Passes,19,15,184,1,2014
Blocked Passes,19,16,866,1,2014
Blocked Passes,19,17,918,1,2014
Blocked Passes,19,18,1063,1,2014
Blocked Passes,19,19,2948,1,2014
Blocked Passes,19,20,808,1,2015
Blocked Passes,19,21,981,1,2016
Blocked Passes,19,22,1040,1,2017
Blocked Passes,19,23,4624,1,2017
Blocked Passes,19,24,4631,1,2018
Blocked Passes,19,25,5478,1,2018
Blocked Passes,19,26,6251,1,2018
Blocked Passes,19,27,6258,1,2018
Blocked Passes,19,28,6358,1,2018
Field Goals,19,0,3660,58,2017
Field Goals,19,1,3,35,2014
Field Goals,19,2,6124,28,2018
Field Goals,19,3,545,20,2015
Key Run Blocks,19,0,1717,168,2018
Key Run Blocks,19,1,330,156,2018
Key Run Blocks,19,2,1155,141,2018
Key Run Blocks,19,3,1132,95,2017
Key Run Blocks,19,4,325,40,2018
Key Run Blocks,19,5,1584,38,2017
Key Run Blocks,19,6,933,27,2016
Key Run Blocks,19,7,3338,23,2017
Key Run Blocks,19,8,5947,16,2018
Key Run Blocks,19,9,1392,15,2014
Key Run Blocks,19,10,2640,13,2017
Key Run Blocks,19,11,6086,11,2018
Key Run Blocks,19,12,765,6,2014
Key Run Blocks,19,13,2497,6,2014
Key Run Blocks,19,14,1846,5,2016
Key Run Blocks,19,15,1357,5,2017
Key Run Blocks,19,16,3528,4,2017
Key Run Blocks,19,17,5775,4,2018
Key Run Blocks,19,18,631,3,2014
Key Run Blocks,19,19,6052,3,2018
Key Run Blocks,19,20,1825,2,2014
Key Run Blocks,19,21,4158,2,2018
Key Run Blocks,19,22,5150,2,2018
Key Run Blocks,19,23,1078,1,2015
Key Run Blocks,19,24,1675,1,2015
Key Run Opportunities,19,0,1717,471,2018
Key Run Opportunities,19,1,330,394,2018
Key Run Opportunities,19,2,1155,380,2018
Key Run Opportunities,19,3,1132,233,2017
Key Run Opportunities,19,4,1584,125,2017
Key Run Opportunities,19,5,325,94,2018
Key Run Opportunities,19,6,933,84,2016
Key Run Opportunities,19,7,3338,83,2017
Key Run Opportunities,19,8,2640,55,2017
Key Run Opportunities,19,9,5947,48,2018
Key Run Opportunities,19,10,6086,45,2018
Key Run Opportunities,19,11,1392,44,2014
Key Run Opportunities,19,12,3528,24,2017
Key Run Opportunities,19,13,765,20,2014
Key Run Opportunities,19,14,2497,20,2014
Key Run Opportunities,19,15,1846,16,2016
Key Run Opportunities,19,16,5775,16,2018
Key Run Opportunities,19,17,631,13,2014
Key Run Opportunities,19,18,1357,12,2017
Key Run Opportunities,19,19,507,11,2014
Key Run Opportunities,19,20,1078,9,2015
Key Run Opportunities,19,21,5150,6,2018
Key Run Opportunities,19,22,6052,5,2018
Key Run Opportunities,19,23,1825,4,2014
Key Run Opportunities,19,24,4158,3,2018
Key Run Opportunities,19,25,1675,1,2015
Pancake Blocks,19,0,1717,28,2018
Pancake Blocks,19,1,330,13,2018
Pancake Blocks,19,2,1132,10,2017
Pancake Blocks,19,3,325,8,2018
Pancake Blocks,19,4,1155,6,2018
Pancake Blocks,19,5,3338,3,2017
Pancake Blocks,19,6,933,2,2016
Pancake Blocks,19,7,1846,2,2016
Passes Defensed,19,0,695,71,2018
Passes Defensed,19,1,647,40,2016
Passes Defensed,19,2,1749,38,2018
Passes Defensed,19,3,1694,28,2016
Passes Defensed,19,4,783,20,2015
Passes Defensed,19,5,1040,15,2017
Passes Defensed,19,6,1039,12,2017
Passes Defensed,19,7,1581,11,2015
Passes Defensed,19,8,1835,11,2017
Passes Defensed,19,9,940,7,2016
Passes Defensed,19,10,5538,7,2018
Passes Defensed,19,11,4631,6,2018
Passes Defensed,19,12,5622,5,2018
Passes Defensed,19,13,1453,4,2016
Passes Defensed,19,14,3154,4,2017
Passes Defensed,19,15,1809,3,2015
Passes Defensed,19,16,3014,3,2017
Passes Defensed,19,17,1292,3,2018
Passes Defensed,19,18,5478,3,2018
Passes Defensed,19,19,6299,3,2018
Passes Defensed,19,20,74,2,2014
Passes Defensed,19,21,721,2,2016
Passes Defensed,19,22,981,2,2016
Passes Defensed,19,23,3828,2,2016
Passes Defensed,19,24,787,2,2018
Passes Defensed,19,25,6438,2,2018
Passes Defensed,19,26,318,1,2014
Passes Defensed,19,27,784,1,2014
Passes Defensed,19,28,799,1,2015
Passes Defensed,19,29,808,1,2015
Passes Defensed,19,30,1118,1,2015
Passes Defensed,19,31,1236,1,2015
Passes Defensed,19,32,1871,1,2015
Passes Defensed,19,33,1108,1,2016
Passes Defensed,19,34,3826,1,2016
Passes Defensed,19,35,4728,1,2016
Passes Defensed,19,36,473,1,2017
Passes Defensed,19,37,2240,1,2017
Passes Defensed,19,38,4624,1,2017
Passes Defensed,19,39,5481,1,2018
Passes Defensed,19,40,5567,1,2018
Passes Defensed,19,41,6358,1,2018
Punt Return Yards,19,0,1844,549,2014
Punt Return Yards,19,1,4246,415,2017
Punt Return Yards,19,2,6456,297,2018
Punt Return Yards,19,3,188,239,2015
Punt Return Yards,19,4,874,32,2017
Punt Return Yards,19,5,1943,24,2016
Punt Return Yards,19,6,2608,17,2015
Punt Return Yards,19,7,940,6,2016
Punt Return Yards,19,8,1604,5,2014
Punt Return Yards,19,9,4200,5,2018
Kickoff Return Yards,19,0,1749,2708,2018
Kickoff Return Yards,19,1,695,804,2018
Kickoff Return Yards,19,2,4938,483,2018
Kickoff Return Yards,19,3,4200,305,2018
Kickoff Return Yards,19,4,713,263,2016
Kickoff Return Yards,19,5,3307,127,2017
Kickoff Return Yards,19,6,188,110,2015
Kickoff Return Yards,19,7,862,66,2015
Kickoff Return Yards,19,8,1039,42,2017
Kickoff Return Yards,19,9,5876,22,2018
Kickoff Return Yards,19,10,5538,13,2018
Kickoff Return TDs,19,0,1749,2,2018
Points Scored,19,0,1740,326,2018
Points Scored,19,1,1716,300,2018
Points Scored,19,2,3660,282,2017
Points Scored,19,3,1602,272,2018
Points Scored,19,4,3307,164,2017
Points Scored,19,5,3,160,2014
Points Scored,19,6,325,144,2018
Points Scored,19,7,6124,121,2018
Points Scored,19,8,545,118,2015
Points Scored,19,9,998,60,2017
Points Scored,19,10,1593,48,2014
Points Scored,19,11,1749,36,2018
Points Scored,19,12,5733,24,2018
Points Scored,19,13,647,18,2016
Points Scored,19,14,1694,18,2016
Points Scored,19,15,1943,18,2016
Points Scored,19,16,3338,18,2017
Points Scored,19,17,4158,18,2018
Points Scored,19,18,181,12,2014
Points Scored,19,19,713,12,2016
Points Scored,19,20,1846,12,2016
Points Scored,19,21,4246,12,2017
Points Scored,19,22,4200,12,2018
Points Scored,19,23,5876,12,2018
Points Scored,19,24,5920,12,2018
Points Scored,19,25,783,8,2015
Points Scored,19,26,1604,6,2014
Points Scored,19,27,1809,6,2015
Points Scored,19,28,2608,6,2015
Points Scored,19,29,1008,6,2017
Points Scored,19,30,1040,6,2017
Points Scored,19,31,112,6,2018
Points Scored,19,32,695,6,2018
Points Scored,19,33,787,6,2018
Points Scored,19,34,4631,6,2018
Points Scored,19,35,5775,6,2018
Points Scored,19,36,6438,6,2018
Points Scored,19,37,1292,2,2018
Yards from Scrimmage,19,0,1740,7325,2018
Yards from Scrimmage,19,1,1716,7028,2018
Yards from Scrimmage,19,2,1602,5917,2018
Yards from Scrimmage,19,3,3307,3061,2017
Yards from Scrimmage,19,4,325,2734,2018
Yards from Scrimmage,19,5,1593,889,2014
Yards from Scrimmage,19,6,998,643,2017
Yards from Scrimmage,19,7,4200,509,2018
Yards from Scrimmage,19,8,3338,497,2017
Yards from Scrimmage,19,9,112,490,2018
Yards from Scrimmage,19,10,181,445,2014
Yards from Scrimmage,19,11,1008,403,2017
Yards from Scrimmage,19,12,5733,391,2018
Yards from Scrimmage,19,13,5920,386,2018
Yards from Scrimmage,19,14,1943,289,2016
Yards from Scrimmage,19,15,5775,248,2018
Yards from Scrimmage,19,16,4246,227,2017
Yards from Scrimmage,19,17,4158,195,2018
Yards from Scrimmage,19,18,862,186,2015
Yards from Scrimmage,19,19,1846,147,2016
Yards from Scrimmage,19,20,1940,139,2015
Yards from Scrimmage,19,21,5876,134,2018
Yards from Scrimmage,19,22,2583,132,2014
Yards from Scrimmage,19,23,1604,130,2014
Yards from Scrimmage,19,24,713,97,2016
Yards from Scrimmage,19,25,188,95,2015
Yards from Scrimmage,19,26,1675,69,2015
Yards from Scrimmage,19,27,2608,66,2015
Yards from Scrimmage,19,28,1825,62,2014
Yards from Scrimmage,19,29,1473,56,2017
Yards from Scrimmage,19,30,2512,39,2017
Yards from Scrimmage,19,31,5714,36,2018
Yards from Scrimmage,19,32,4938,35,2018
Yards from Scrimmage,19,33,2497,28,2014
Yards from Scrimmage,19,34,5743,23,2018
Yards from Scrimmage,19,35,550,10,2015
Yards from Scrimmage,19,36,5828,9,2018
Yards from Scrimmage,19,37,4017,5,2017
Yards from Scrimmage,19,38,1844,2,2014
All-Purpose Yards,19,0,1740,7325,2018
All-Purpose Yards,19,1,1716,7028,2018
All-Purpose Yards,19,2,1602,5917,2018
All-Purpose Yards,19,3,3307,3188,2017
All-Purpose Yards,19,4,1749,3064,2018
All-Purpose Yards,19,5,325,2734,2018
All-Purpose Yards,19,6,695,987,2018
All-Purpose Yards,19,7,1593,889,2014
All-Purpose Yards,19,8,4200,819,2018
All-Purpose Yards,19,9,998,643,2017
All-Purpose Yards,19,10,4246,642,2017
All-Purpose Yards,19,11,1844,551,2014
All-Purpose Yards,19,12,4938,518,2018
All-Purpose Yards,19,13,3338,497,2017
All-Purpose Yards,19,14,112,490,2018
All-Purpose Yards,19,15,181,445,2014
All-Purpose Yards,19,16,188,444,2015
All-Purpose Yards,19,17,1008,403,2017
All-Purpose Yards,19,18,5733,391,2018
All-Purpose Yards,19,19,5920,386,2018
All-Purpose Yards,19,20,713,360,2016
All-Purpose Yards,19,21,1943,313,2016
All-Purpose Yards,19,22,6456,297,2018
All-Purpose Yards,19,23,1694,263,2016
All-Purpose Yards,19,24,862,259,2015
All-Purpose Yards,19,25,5775,248,2018
All-Purpose Yards,19,26,647,225,2016
All-Purpose Yards,19,27,4158,195,2018
All-Purpose Yards,19,28,5876,156,2018
All-Purpose Yards,19,29,1846,147,2016
All-Purpose Yards,19,30,1940,139,2015
All-Purpose Yards,19,31,1604,135,2014
All-Purpose Yards,19,32,2583,132,2014
All-Purpose Yards,19,33,1040,100,2017
All-Purpose Yards,19,34,783,90,2015
All-Purpose Yards,19,35,2608,83,2015
All-Purpose Yards,19,36,5538,76,2018
