Category,Team/All_Teams,Place,Player,Record,Last_Year
All-Purpose Yards,20,36,70,27,2014
All-Purpose Yards,20,37,1340,26,2014
All-Purpose Yards,20,38,1585,26,2015
All-Purpose Yards,20,39,649,25,2016
All-Purpose Yards,20,40,673,22,2017
All-Purpose Yards,20,41,1509,20,2016
All-Purpose Yards,20,42,3992,16,2017
All-Purpose Yards,20,43,1766,15,2014
All-Purpose Yards,20,44,2423,15,2014
All-Purpose Yards,20,45,2154,13,2014
All-Purpose Yards,20,46,972,11,2015
All-Purpose Yards,20,47,4483,9,2017
All-Purpose Yards,20,48,136,8,2017
All-Purpose Yards,20,49,257,7,2016
All-Purpose Yards,20,50,2554,6,2016
All-Purpose Yards,20,51,2435,5,2015
All-Purpose Yards,20,52,82,4,2017
Games Started,20,0,938,64,2017
Games Started,20,1,1406,64,2017
Games Started,20,2,1112,63,2017
Games Started,20,3,1662,63,2017
Games Started,20,4,1850,63,2017
Games Started,20,5,1331,62,2017
Games Started,20,6,731,60,2017
Games Started,20,7,82,58,2017
Games Started,20,8,1571,58,2017
Games Started,20,9,1562,53,2017
Games Started,20,10,257,48,2016
Games Started,20,11,3877,45,2017
Games Started,20,12,1080,37,2016
Games Started,20,13,348,32,2015
Games Started,20,14,373,32,2017
Games Started,20,15,578,32,2017
Games Started,20,16,3992,32,2017
Games Started,20,17,864,31,2015
Games Started,20,18,1149,30,2015
Games Started,20,19,950,28,2016
Games Started,20,20,616,28,2017
Games Started,20,21,35,27,2015
Games Started,20,22,4123,26,2017
Games Started,20,23,387,25,2016
Games Started,20,24,3937,24,2017
Games Started,20,25,70,16,2014
Games Started,20,26,340,16,2014
Games Started,20,27,1340,16,2014
Games Started,20,28,899,16,2016
Games Started,20,29,312,16,2017
Games Started,20,30,673,16,2017
Games Started,20,31,933,16,2017
Games Started,20,32,1552,16,2017
Games Started,20,33,133,15,2014
Games Started,20,34,99,15,2016
Games Started,20,35,1062,14,2017
Games Started,20,36,1793,14,2017
Games Started,20,37,1358,13,2015
Games Started,20,38,640,12,2017
Games Started,20,39,2501,11,2014
Games Started,20,40,1492,11,2016
Games Started,20,41,1766,8,2014
Games Started,20,42,513,8,2015
Games Started,20,43,1989,6,2015
Games Started,20,44,638,5,2015
Games Started,20,45,972,4,2015
Games Started,20,46,1507,4,2015
Games Started,20,47,649,4,2016
Games Started,20,48,3544,4,2017
Games Started,20,49,1589,3,2014
Games Started,20,50,136,3,2017
Games Started,20,51,1674,3,2017
Games Started,20,52,4172,3,2017
Games Started,20,53,1718,2,2014
Games Started,20,54,1862,2,2014
Games Started,20,55,2878,2,2015
Games Started,20,56,1672,2,2017
Games Started,20,57,1354,1,2014
Games Started,20,58,3026,1,2014
Games Started,20,59,641,1,2015
Games Started,20,60,1377,1,2015
Games Started,20,61,3747,1,2015
Games Started,20,62,799,1,2016
Games Started,20,63,3411,1,2016
Games Started,20,64,1345,1,2017
Games Started,20,65,1481,1,2017
Games Started,20,66,3864,1,2017
Games Started,20,67,5054,1,2017
Quarterback Rating,21,0,1092,916,2017
Pass Attempts,21,0,1092,2198,2017
Pass Attempts,21,1,4055,21,2017
Pass Attempts,21,2,208,3,2015
Pass Completions,21,0,1092,1434,2017
Pass Completions,21,1,4055,19,2017
Pass Completions,21,2,208,1,2015
Completion Percentage,21,0,1092,652,2017
Passing Yards,21,0,1092,16530,2017
Passing Yards,21,1,4055,205,2017
Passing Yards,21,2,208,27,2015
Yards per Pass Attempt,21,0,1092,752,2017
Passing Touchdowns,21,0,1092,115,2017
Passing Touchdowns,21,1,4055,1,2017
Times Sacked,21,0,1092,145,2017
Times Sacked,21,1,4055,1,2017
300 Yards Passing,21,0,1092,16,2017
Rushing Attempts,21,0,1700,559,2016
Rushing Attempts,21,1,632,377,2015
Rushing Attempts,21,2,1092,250,2017
Rushing Attempts,21,3,1567,175,2016
Rushing Attempts,21,4,4935,162,2017
Rushing Attempts,21,5,459,143,2017
Rushing Attempts,21,6,718,53,2014
Rushing Attempts,21,7,1439,22,2017
Rushing Attempts,21,8,925,14,2014
Rushing Attempts,21,9,1272,12,2015
Rushing Attempts,21,10,831,7,2016
Rushing Attempts,21,11,1752,4,2017
Rushing Attempts,21,12,1317,2,2017
Rushing Attempts,21,13,1093,1,2016
Rushing Attempts,21,14,1168,1,2016
Rushing Attempts,21,15,4055,1,2017
Rushing Yards,21,0,1700,2220,2016
Rushing Yards,21,1,632,1801,2015
Rushing Yards,21,2,1092,1466,2017
Rushing Yards,21,3,4935,566,2017
Rushing Yards,21,4,459,531,2017
Rushing Yards,21,5,1567,522,2016
Rushing Yards,21,6,718,238,2014
Rushing Yards,21,7,1439,82,2017
Rushing Yards,21,8,925,48,2014
Rushing Yards,21,9,831,45,2016
Rushing Yards,21,10,1272,32,2015
Rushing Yards,21,11,1752,6,2017
Rushing Yards,21,12,1317,5,2017
Rushing Yards,21,13,1168,4,2016
Rushing Yards,21,14,1093,2,2016
Yards per Carry,21,0,1700,397,2016
Rushing Touchdowns,21,0,632,15,2015
Rushing Touchdowns,21,1,1700,14,2016
Rushing Touchdowns,21,2,1092,6,2017
Rushing Touchdowns,21,3,4935,4,2017
Rushing Touchdowns,21,4,1567,2,2016
Rushing Touchdowns,21,5,459,1,2017
Rushing Touchdowns,21,6,1439,1,2017
100 Yards Rushing,21,0,1700,5,2016
100 Yards Rushing,21,1,632,4,2015
100 Yards Rushing,21,2,718,1,2014
100 Yards Rushing,21,3,459,1,2017
100 Yards Rushing,21,4,4935,1,2017
Receptions,21,0,1752,365,2017
Receptions,21,1,1317,285,2017
Receptions,21,2,1403,138,2017
Receptions,21,3,1420,124,2017
Receptions,21,4,632,75,2015
Receptions,21,5,563,70,2017
Receptions,21,6,1700,60,2016
Receptions,21,7,4935,53,2017
Receptions,21,8,1439,48,2017
Receptions,21,9,1168,43,2016
Receptions,21,10,459,35,2017
Receptions,21,11,3418,32,2017
Receptions,21,12,692,26,2014
Receptions,21,13,1567,18,2016
Receptions,21,14,5019,15,2017
Receptions,21,15,718,11,2014
Receptions,21,16,1280,11,2015
Receptions,21,17,1093,11,2016
Receptions,21,18,4202,9,2016
Receptions,21,19,1288,8,2017
Receptions,21,20,2624,5,2014
Receptions,21,21,925,4,2014
Receptions,21,22,2013,2,2017
Receptions,21,23,831,1,2016
Receptions,21,24,4091,1,2017
Receptions,21,25,5071,1,2017
Receiving Yards,21,0,1752,5106,2017
Receiving Yards,21,1,1317,3489,2017
Receiving Yards,21,2,1420,1688,2017
Receiving Yards,21,3,1403,1570,2017
Receiving Yards,21,4,563,704,2017
Receiving Yards,21,5,632,487,2015
Receiving Yards,21,6,1168,467,2016
Receiving Yards,21,7,1700,445,2016
Receiving Yards,21,8,4935,385,2017
Receiving Yards,21,9,1439,376,2017
Receiving Yards,21,10,692,369,2014
Receiving Yards,21,11,3418,342,2017
Receiving Yards,21,12,1093,263,2016
Receiving Yards,21,13,5019,239,2017
Receiving Yards,21,14,1567,144,2016
Receiving Yards,21,15,459,140,2017
Receiving Yards,21,16,1280,138,2015
Receiving Yards,21,17,4202,94,2016
Receiving Yards,21,18,1288,87,2017
Receiving Yards,21,19,718,64,2014
Receiving Yards,21,20,2624,53,2014
Receiving Yards,21,21,925,47,2014
Receiving Yards,21,22,5071,18,2017
Receiving Yards,21,23,4091,17,2017
Receiving Yards,21,24,831,6,2016
Receiving Yards,21,25,2013,4,2017
Yards per Reception,21,0,1752,1399,2017
Yards per Reception,21,1,1420,1361,2017
Yards per Reception,21,2,1317,1224,2017
Yards per Reception,21,3,1403,1138,2017
Receiving Touchdowns,21,0,1752,39,2017
Receiving Touchdowns,21,1,1317,34,2017
Receiving Touchdowns,21,2,1420,10,2017
Receiving Touchdowns,21,3,1403,5,2017
Receiving Touchdowns,21,4,563,4,2017
Receiving Touchdowns,21,5,5019,4,2017
Receiving Touchdowns,21,6,1439,3,2017
Receiving Touchdowns,21,7,4935,3,2017
Receiving Touchdowns,21,8,1280,2,2015
Receiving Touchdowns,21,9,1567,2,2016
Receiving Touchdowns,21,10,1700,2,2016
Receiving Touchdowns,21,11,3418,2,2017
Receiving Touchdowns,21,12,692,1,2014
Receiving Touchdowns,21,13,718,1,2014
Receiving Touchdowns,21,14,925,1,2014
Receiving Touchdowns,21,15,632,1,2015
Receiving Touchdowns,21,16,1093,1,2016
Receiving Touchdowns,21,17,4202,1,2016
Targeted Passes,21,0,1752,594,2017
Targeted Passes,21,1,1317,430,2017
Targeted Passes,21,2,1420,217,2017
Targeted Passes,21,3,1403,186,2017
Targeted Passes,21,4,563,97,2017
Targeted Passes,21,5,632,95,2015
Targeted Passes,21,6,1168,94,2016
Targeted Passes,21,7,1700,80,2016
Targeted Passes,21,8,4935,63,2017
Targeted Passes,21,9,1439,61,2017
Targeted Passes,21,10,3418,51,2017
Targeted Passes,21,11,692,47,2014
Targeted Passes,21,12,459,45,2017
Targeted Passes,21,13,1567,24,2016
Targeted Passes,21,14,1280,23,2015
Targeted Passes,21,15,5019,21,2017
Targeted Passes,21,16,718,14,2014
Targeted Passes,21,17,4202,14,2016
Targeted Passes,21,18,2624,13,2014
Targeted Passes,21,19,1093,13,2016
Targeted Passes,21,20,1288,9,2017
Targeted Passes,21,21,925,4,2014
Targeted Passes,21,22,1858,2,2015
Targeted Passes,21,23,2013,2,2017
Targeted Passes,21,24,1272,1,2015
Targeted Passes,21,25,3374,1,2015
Targeted Passes,21,26,831,1,2016
Targeted Passes,21,27,1944,1,2017
Targeted Passes,21,28,4091,1,2017
Targeted Passes,21,29,5071,1,2017
Passes Dropped,21,0,1752,25,2017
Passes Dropped,21,1,1317,15,2017
Passes Dropped,21,2,1168,10,2016
Passes Dropped,21,3,1420,10,2017
Passes Dropped,21,4,1403,9,2017
Passes Dropped,21,5,692,5,2014
Passes Dropped,21,6,563,4,2017
Passes Dropped,21,7,2624,3,2014
Passes Dropped,21,8,1280,2,2015
Passes Dropped,21,9,1700,2,2016
Passes Dropped,21,10,3418,2,2017
Passes Dropped,21,11,1858,1,2015
Passes Dropped,21,12,4202,1,2016
Passes Dropped,21,13,459,1,2017
Passes Dropped,21,14,4935,1,2017
100 Yards Receiving,21,0,1752,22,2017
100 Yards Receiving,21,1,1317,8,2017
100 Yards Receiving,21,2,1420,3,2017
100 Yards Receiving,21,3,3418,1,2017
Interceptions,21,0,893,22,2017
Interceptions,21,1,1783,8,2017
Interceptions,21,2,4808,7,2017
Interceptions,21,3,1509,6,2017
Interceptions,21,4,27,5,2014
Interceptions,21,5,1207,5,2015
Interceptions,21,6,2263,4,2017
Interceptions,21,7,1572,3,2014
Interceptions,21,8,999,3,2015
Interceptions,21,9,2973,2,2015
Interceptions,21,10,1588,2,2017
Interceptions,21,11,2965,1,2015
Interceptions,21,12,3067,1,2015
Interceptions,21,13,1249,1,2016
Interceptions,21,14,1772,1,2016
Interceptions,21,15,3184,1,2016
Interceptions,21,16,3132,1,2017
Interceptions,21,17,4768,1,2017
Pass Defense Percentage,21,0,893,809,2017
Pass Defense Percentage,21,1,1207,803,2015
Pass Defense Percentage,21,2,999,796,2015
Pass Defense Percentage,21,3,4808,794,2017
Pass Defense Percentage,21,4,4768,779,2017
Pass Defense Percentage,21,5,1783,764,2017
Tackles,21,0,893,252,2017
Tackles,21,1,1783,229,2017
Tackles,21,2,1588,222,2017
Tackles,21,3,999,212,2015
Tackles,21,4,624,176,2017
Tackles,21,5,1342,137,2017
Tackles,21,6,4808,136,2017
Tackles,21,7,3824,115,2017
Tackles,21,8,4768,110,2017
Tackles,21,9,2973,104,2015
Tackles,21,10,2263,97,2017
Tackles,21,11,1509,91,2017
Tackles,21,12,1761,89,2014
Tackles,21,13,217,89,2017
Tackles,21,14,2249,84,2017
Tackles,21,15,1207,81,2015
Tackles,21,16,878,68,2015
Tackles,21,17,27,49,2014
Tackles,21,18,1842,49,2017
Tackles,21,19,1116,47,2015
Tackles,21,20,1249,46,2016
Tackles,21,21,2253,42,2017
Tackles,21,22,2965,39,2015
Tackles,21,23,1572,38,2014
Tackles,21,24,3026,37,2017
Tackles,21,25,3940,34,2017
Tackles,21,26,1315,33,2014
Tackles,21,27,1772,32,2016
Tackles,21,28,4491,31,2017
Tackles,21,29,808,29,2016
Tackles,21,30,836,25,2016
Tackles,21,31,721,23,2014
Tackles,21,32,3184,22,2016
Tackles,21,33,1440,21,2017
Tackles,21,34,5372,21,2017
Tackles,21,35,3762,19,2017
Tackles,21,36,1360,18,2016
Tackles,21,37,814,17,2014
Tackles,21,38,3067,17,2015
Tackles,21,39,1752,15,2017
Tackles,21,40,295,14,2014
Tackles,21,41,1705,12,2016
Tackles,21,42,4594,12,2016
Tackles,21,43,1317,12,2017
Tackles,21,44,873,11,2015
Tackles,21,45,3008,11,2015
Tackles,21,46,3132,11,2017
Tackles,21,47,119,10,2014
Tackles,21,48,1092,9,2017
Tackles,21,49,2922,8,2016
Tackles,21,50,1420,8,2017
Tackles,21,51,5340,8,2017
Tackles,21,52,843,6,2014
Tackles,21,53,1403,5,2017
Tackles,21,54,1439,5,2017
Tackles,21,55,159,4,2014
Tackles,21,56,1100,4,2017
Tackles,21,57,2624,3,2014
Tackles,21,58,1168,3,2016
Tackles,21,59,596,2,2014
Tackles,21,60,3174,2,2014
Tackles,21,61,632,2,2015
Tackles,21,62,4202,2,2016
Tackles,21,63,3548,2,2017
Tackles,21,64,4935,2,2017
Tackles,21,65,413,1,2014
Tackles,21,66,1341,1,2014
Tackles,21,67,1280,1,2015
Tackles,21,68,1093,1,2016
Tackles,21,69,563,1,2017
Tackles,21,70,1258,1,2017
Tackles,21,71,1288,1,2017
Tackles,21,72,1490,1,2017
Tackles,21,73,4091,1,2017
Assists,21,0,893,71,2017
Assists,21,1,999,69,2015
Assists,21,2,1588,65,2017
Assists,21,3,1342,63,2017
Assists,21,4,1783,55,2017
Assists,21,5,624,53,2017
Assists,21,6,4808,47,2017
Assists,21,7,217,41,2017
Assists,21,8,1509,37,2017
Assists,21,9,4768,37,2017
Assists,21,10,1761,31,2014
Assists,21,11,1207,31,2015
Assists,21,12,2263,29,2017
Assists,21,13,2249,28,2017
Assists,21,14,878,27,2015
Assists,21,15,2973,25,2015
Assists,21,16,1842,25,2017
Assists,21,17,3824,25,2017
Assists,21,18,3026,20,2017
Assists,21,19,2965,19,2015
Assists,21,20,1116,18,2015
Assists,21,21,27,16,2014
Assists,21,22,836,16,2016
Assists,21,23,4491,14,2017
Assists,21,24,3184,13,2016
Assists,21,25,3940,13,2017
Assists,21,26,2253,11,2017
Assists,21,27,1315,9,2014
Assists,21,28,295,8,2014
Assists,21,29,1360,8,2016
Assists,21,30,1772,8,2016
Assists,21,31,3067,7,2015
Assists,21,32,808,7,2016
Assists,21,33,1249,7,2016
Assists,21,34,3132,7,2017
Assists,21,35,814,6,2014
Assists,21,36,1440,6,2017
Assists,21,37,3762,6,2017
Assists,21,38,5372,6,2017
Assists,21,39,721,5,2014
Assists,21,40,1572,5,2014
Assists,21,41,873,5,2015
Assists,21,42,1705,4,2016
Assists,21,43,119,3,2014
Assists,21,44,3008,3,2015
Assists,21,45,2922,3,2016
Assists,21,46,843,2,2014
Assists,21,47,4594,1,2016
Assists,21,48,5340,1,2017
Sacks,21,0,624,330,2017
Sacks,21,1,1588,210,2017
Sacks,21,2,3824,155,2017
Sacks,21,3,1342,115,2017
Sacks,21,4,217,105,2017
Sacks,21,5,878,60,2015
Sacks,21,6,4491,40,2017
Sacks,21,7,808,35,2016
Sacks,21,8,3026,35,2017
Sacks,21,9,1116,30,2015
Sacks,21,10,836,30,2016
Sacks,21,11,3762,30,2017
Sacks,21,12,119,25,2014
Sacks,21,13,295,25,2014
Sacks,21,14,1572,25,2014
Sacks,21,15,999,25,2015
Sacks,21,16,1207,25,2015
Sacks,21,17,27,20,2014
Sacks,21,18,814,20,2014
Sacks,21,19,3008,20,2015
Sacks,21,20,2922,15,2016
Sacks,21,21,2263,15,2017
Sacks,21,22,5372,15,2017
Sacks,21,23,721,10,2014
Sacks,21,24,843,10,2014
Sacks,21,25,2973,10,2015
Sacks,21,26,1509,10,2017
Sacks,21,27,1783,10,2017
Sacks,21,28,2249,10,2017
Sacks,21,29,5340,10,2017
Sacks,21,30,1761,5,2014
Sacks,21,31,873,5,2015
Sacks,21,32,1360,5,2016
Sacks,21,33,4594,5,2016
Sacks,21,34,4808,5,2017
Hurries,21,0,624,49,2017
Hurries,21,1,217,29,2017
Hurries,21,2,1342,24,2017
Hurries,21,3,1588,19,2017
Hurries,21,4,3824,18,2017
Hurries,21,5,878,17,2015
Hurries,21,6,4491,7,2017
Hurries,21,7,3026,6,2017
Hurries,21,8,119,5,2014
Hurries,21,9,1572,5,2014
Hurries,21,10,873,5,2015
Hurries,21,11,3762,4,2017
Hurries,21,12,5372,4,2017
Hurries,21,13,808,3,2016
Hurries,21,14,836,3,2016
Hurries,21,15,1360,3,2016
Hurries,21,16,2922,3,2016
Hurries,21,17,2249,3,2017
Hurries,21,18,1761,2,2014
Hurries,21,19,2965,2,2015
Hurries,21,20,3008,2,2015
Hurries,21,21,1842,2,2017
Hurries,21,22,5340,2,2017
Hurries,21,23,295,1,2014
Hurries,21,24,596,1,2014
Hurries,21,25,814,1,2014
Hurries,21,26,999,1,2015
Hurries,21,27,1116,1,2015
Hurries,21,28,1207,1,2015
Hurries,21,29,1783,1,2017
Hurries,21,30,4768,1,2017
Blocked Passes,21,0,624,11,2017
Blocked Passes,21,1,1588,7,2017
Blocked Passes,21,2,878,6,2015
Blocked Passes,21,3,217,6,2017
Blocked Passes,21,4,1342,6,2017
Blocked Passes,21,5,3824,4,2017
Blocked Passes,21,6,3026,3,2017
Blocked Passes,21,7,5372,2,2017
Blocked Passes,21,8,295,1,2014
Blocked Passes,21,9,3008,1,2015
Blocked Passes,21,10,808,1,2016
Blocked Passes,21,11,836,1,2016
Blocked Passes,21,12,1360,1,2016
Blocked Passes,21,13,3762,1,2017
Blocked Passes,21,14,4491,1,2017
Field Goals,21,0,1738,76,2017
Field Goals,21,1,4459,15,2017
Key Run Blocks,21,0,1490,107,2017
Key Run Blocks,21,1,1258,89,2017
Key Run Blocks,21,2,2644,79,2017
Key Run Blocks,21,3,3548,53,2017
Key Run Blocks,21,4,1100,47,2017
Key Run Blocks,21,5,413,30,2014
Key Run Blocks,21,6,1377,29,2014
Key Run Blocks,21,7,1439,29,2017
Key Run Blocks,21,8,1403,16,2017
Key Run Blocks,21,9,891,5,2016
Key Run Blocks,21,10,563,5,2017
Key Run Blocks,21,11,532,3,2014
Key Run Blocks,21,12,336,3,2017
Key Run Blocks,21,13,2066,2,2015
Key Run Blocks,21,14,1093,2,2016
Key Run Blocks,21,15,2773,1,2014
Key Run Blocks,21,16,2013,1,2017
Key Run Blocks,21,17,3521,1,2017
Key Run Blocks,21,18,5019,1,2017
Key Run Opportunities,21,0,1490,339,2017
Key Run Opportunities,21,1,1258,278,2017
Key Run Opportunities,21,2,2644,239,2017
Key Run Opportunities,21,3,1100,168,2017
Key Run Opportunities,21,4,3548,144,2017
Key Run Opportunities,21,5,1439,104,2017
Key Run Opportunities,21,6,413,81,2014
Key Run Opportunities,21,7,1377,65,2014
Key Run Opportunities,21,8,1403,39,2017
Key Run Opportunities,21,9,336,16,2017
Key Run Opportunities,21,10,532,15,2014
Key Run Opportunities,21,11,2773,15,2014
Key Run Opportunities,21,12,563,10,2017
Key Run Opportunities,21,13,891,9,2016
Key Run Opportunities,21,14,2066,7,2015
Key Run Opportunities,21,15,1093,6,2016
Key Run Opportunities,21,16,4297,6,2017
Key Run Opportunities,21,17,5019,4,2017
Key Run Opportunities,21,18,2756,3,2015
Key Run Opportunities,21,19,3521,2,2017
Key Run Opportunities,21,20,937,1,2014
Key Run Opportunities,21,21,495,1,2015
Key Run Opportunities,21,22,2013,1,2017
Pancake Blocks,21,0,1490,9,2017
Pancake Blocks,21,1,1258,3,2017
Pancake Blocks,21,2,2644,3,2017
Pancake Blocks,21,3,1100,2,2017
Pancake Blocks,21,4,1439,2,2017
Pancake Blocks,21,5,413,1,2014
Pancake Blocks,21,6,1403,1,2017
Passes Defensed,21,0,893,49,2017
Passes Defensed,21,1,1783,36,2017
Passes Defensed,21,2,999,20,2015
Passes Defensed,21,3,27,14,2014
Passes Defensed,21,4,4808,14,2017
Passes Defensed,21,5,4768,13,2017
Passes Defensed,21,6,1207,10,2015
Passes Defensed,21,7,2249,9,2017
Passes Defensed,21,8,1588,8,2017
Passes Defensed,21,9,1761,7,2014
Passes Defensed,21,10,1315,4,2014
Passes Defensed,21,11,2973,4,2015
Passes Defensed,21,12,1509,4,2017
Passes Defensed,21,13,3824,4,2017
Passes Defensed,21,14,814,3,2014
Passes Defensed,21,15,1249,3,2016
Passes Defensed,21,16,1772,3,2016
Passes Defensed,21,17,624,3,2017
Passes Defensed,21,18,1572,2,2014
Passes Defensed,21,19,3008,2,2015
Passes Defensed,21,20,1440,2,2017
Passes Defensed,21,21,2263,2,2017
Passes Defensed,21,22,3940,2,2017
Passes Defensed,21,23,159,1,2014
Passes Defensed,21,24,3174,1,2014
Passes Defensed,21,25,3067,1,2015
Passes Defensed,21,26,808,1,2016
Passes Defensed,21,27,1705,1,2016
Passes Defensed,21,28,3184,1,2016
Passes Defensed,21,29,217,1,2017
Passes Defensed,21,30,1842,1,2017
Passes Defensed,21,31,2253,1,2017
Passes Defensed,21,32,4491,1,2017
Punt Return Yards,21,0,1420,1691,2017
Punt Return Yards,21,1,1272,66,2015
Punt Return Yards,21,2,459,65,2017
Punt Return Yards,21,3,718,26,2014
Punt Return Yards,21,4,831,24,2016
Punt Return Yards,21,5,1168,17,2016
Punt Return Yards,21,6,1752,15,2017
Punt Return Yards,21,7,2624,12,2014
Punt Return TDs,21,0,1420,2,2017
Kickoff Return Yards,21,0,459,770,2017
Kickoff Return Yards,21,1,692,635,2014
Kickoff Return Yards,21,2,4202,512,2016
Kickoff Return Yards,21,3,632,430,2015
Kickoff Return Yards,21,4,1168,116,2016
Kickoff Return Yards,21,5,1288,114,2017
Kickoff Return Yards,21,6,1858,99,2015
Kickoff Return Yards,21,7,3132,70,2017
Kickoff Return Yards,21,8,831,59,2016
Kickoff Return Yards,21,9,1420,45,2017
Kickoff Return Yards,21,10,27,27,2014
Kickoff Return Yards,21,11,159,22,2014
Kickoff Return Yards,21,12,718,17,2014
Kickoff Return Yards,21,13,1280,16,2015
Points Scored,21,0,1738,368,2017
Points Scored,21,1,1752,236,2017
Points Scored,21,2,1317,208,2017
Points Scored,21,3,632,96,2015
Points Scored,21,4,1700,96,2016
Points Scored,21,5,1420,72,2017
Points Scored,21,6,4459,64,2017
Points Scored,21,7,4935,44,2017
Points Scored,21,8,1403,38,2017
Points Scored,21,9,1092,36,2017
Points Scored,21,10,1567,24,2016
Points Scored,21,11,563,24,2017
Points Scored,21,12,1439,24,2017
Points Scored,21,13,5019,24,2017
Points Scored,21,14,893,18,2017
Points Scored,21,15,999,12,2015
Points Scored,21,16,1280,12,2015
Points Scored,21,17,1509,12,2017
Points Scored,21,18,3418,12,2017
Points Scored,21,19,4808,12,2017
Points Scored,21,20,459,8,2017
Points Scored,21,21,692,6,2014
Points Scored,21,22,718,6,2014
Points Scored,21,23,925,6,2014
Points Scored,21,24,1572,6,2014
Points Scored,21,25,1093,6,2016
Points Scored,21,26,4202,6,2016
Points Scored,21,27,814,2,2014
Points Scored,21,28,937,2,2014
Yards from Scrimmage,21,0,1752,5112,2017
Yards from Scrimmage,21,1,1317,3494,2017
Yards from Scrimmage,21,2,1700,2665,2016
Yards from Scrimmage,21,3,632,2288,2015
Yards from Scrimmage,21,4,1420,1688,2017
Yards from Scrimmage,21,5,1403,1570,2017
Yards from Scrimmage,21,6,1092,1466,2017
Yards from Scrimmage,21,7,4935,951,2017
Yards from Scrimmage,21,8,563,704,2017
Yards from Scrimmage,21,9,459,671,2017
Yards from Scrimmage,21,10,1567,666,2016
Yards from Scrimmage,21,11,1168,471,2016
Yards from Scrimmage,21,12,1439,458,2017
Yards from Scrimmage,21,13,692,369,2014
Yards from Scrimmage,21,14,3418,342,2017
Yards from Scrimmage,21,15,718,302,2014
Yards from Scrimmage,21,16,1093,265,2016
Yards from Scrimmage,21,17,5019,239,2017
Yards from Scrimmage,21,18,1280,138,2015
Yards from Scrimmage,21,19,925,95,2014
Yards from Scrimmage,21,20,4202,94,2016
Yards from Scrimmage,21,21,1288,87,2017
Yards from Scrimmage,21,22,2624,53,2014
Yards from Scrimmage,21,23,831,51,2016
Yards from Scrimmage,21,24,1272,32,2015
Yards from Scrimmage,21,25,5071,18,2017
Yards from Scrimmage,21,26,4091,17,2017
Yards from Scrimmage,21,27,2013,4,2017
All-Purpose Yards,21,0,1752,5127,2017
All-Purpose Yards,21,1,1317,3494,2017
All-Purpose Yards,21,2,1420,3424,2017
All-Purpose Yards,21,3,632,2718,2015
All-Purpose Yards,21,4,1700,2665,2016
All-Purpose Yards,21,5,1403,1570,2017
All-Purpose Yards,21,6,459,1506,2017
All-Purpose Yards,21,7,1092,1466,2017
All-Purpose Yards,21,8,692,1004,2014
All-Purpose Yards,21,9,4935,951,2017
All-Purpose Yards,21,10,563,718,2017
All-Purpose Yards,21,11,1567,666,2016
All-Purpose Yards,21,12,4202,606,2016
All-Purpose Yards,21,13,1168,604,2016
All-Purpose Yards,21,14,1439,458,2017
All-Purpose Yards,21,15,893,405,2017
All-Purpose Yards,21,16,718,345,2014
All-Purpose Yards,21,17,3418,342,2017
All-Purpose Yards,21,18,1093,265,2016
All-Purpose Yards,21,19,5019,239,2017
All-Purpose Yards,21,20,1288,201,2017
All-Purpose Yards,21,21,999,154,2015
All-Purpose Yards,21,22,1280,154,2015
All-Purpose Yards,21,23,4808,146,2017
All-Purpose Yards,21,24,831,134,2016
All-Purpose Yards,21,25,1858,99,2015
All-Purpose Yards,21,26,1272,98,2015
All-Purpose Yards,21,27,1509,97,2017
All-Purpose Yards,21,28,925,95,2014
All-Purpose Yards,21,29,1783,84,2017
All-Purpose Yards,21,30,3132,70,2017
All-Purpose Yards,21,31,2624,65,2014
All-Purpose Yards,21,32,2263,62,2017
All-Purpose Yards,21,33,1572,51,2014
All-Purpose Yards,21,34,27,43,2014
All-Purpose Yards,21,35,1588,41,2017
All-Purpose Yards,21,36,624,29,2017
All-Purpose Yards,21,37,159,22,2014
All-Purpose Yards,21,38,1207,21,2015
All-Purpose Yards,21,39,1258,18,2017
All-Purpose Yards,21,40,5071,18,2017
All-Purpose Yards,21,41,4091,17,2017
All-Purpose Yards,21,42,1944,15,2017
All-Purpose Yards,21,43,891,14,2016
All-Purpose Yards,21,44,1772,12,2016
All-Purpose Yards,21,45,2965,9,2015
All-Purpose Yards,21,46,4491,7,2017
All-Purpose Yards,21,47,3762,6,2017
All-Purpose Yards,21,48,2013,4,2017
All-Purpose Yards,21,49,3184,2,2016
Games Started,21,0,624,64,2017
Games Started,21,1,1092,64,2017
Games Started,21,2,1258,64,2017
Games Started,21,3,1752,64,2017
Games Started,21,4,893,63,2017
Games Started,21,5,1490,63,2017
Games Started,21,6,1783,62,2017
Games Started,21,7,1100,60,2017
Games Started,21,8,1588,59,2017
Games Started,21,9,1439,54,2017
Games Started,21,10,1403,50,2017
Games Started,21,11,1342,48,2017
Games Started,21,12,2644,48,2017
Games Started,21,13,3548,45,2017
Games Started,21,14,1317,42,2017
Games Started,21,15,1700,34,2016
Games Started,21,16,3824,33,2017
Games Started,21,17,878,32,2015
Games Started,21,18,999,32,2015
Games Started,21,19,4808,32,2017
Games Started,21,20,1207,20,2015
Games Started,21,21,1377,16,2014
Games Started,21,22,1761,16,2014
Games Started,21,23,2973,16,2015
Games Started,21,24,217,16,2017
Games Started,21,25,1509,16,2017
Games Started,21,26,2249,16,2017
